Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Label
53.0,72200.0,6.9852694584520165,0.6460905187553557,72.0,106.0,36.0,36.0,36.0,53.0,53.0,53.0,2465.3739612188,55.4016620499,24066.6666666667,72196.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,64.0,64.0,27.7008310249,27.7008310249,36.0,53.0,42.8,9.3112834776,0.0,0.0,0.0,0.0,0.0,1.0,53.5,36.0,53.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
80.0,98365683.0,7.0,6.0,361.0,11595.0,337.0,0.0,51.57142857,7240.0,0.0,1932.5,121.5464544,0.132159912,8197140.25,98300000.0,1.0,98300000.0,16400000.0,98300000.0,1.0,98400000.0,19700000.0,98300000.0,65.0,184.0,200.0,0.071163029,0.060996882,0.0,7240.0,854.4285714,2169.387213,1.0,0.0,0.0,0.0,0.0,0.0,920.1538462,51.57142857,1932.5,0.0,235.0,4.0,20.0,13029.0,13029.0,13029.0,98300000.0,98300000.0,98300000.0,Benign
53.0,50605.0,4.0,2.0,124.0,118.0,31.0,31.0,31.0,59.0,59.0,59.0,37200.16263758406,767.4393150192557,10121.0,32127.0,3.0,32143.0,10714.33333,32127.0,3.0,3.0,3.0,3.0,3.0,80.0,40.0,79.04357277,39.52178638,31.0,59.0,39.0,13.66260102,0.0,0.0,0.0,0.0,0.0,0.0,45.5,31.0,59.0,0.0,0.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
53.0,85400.0,1.0,1.0,46.0,238.0,46.0,46.0,46.0,238.0,238.0,238.0,15173.653391297,75.2586608939981,85400.0,85400.0,85400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,11.70960187,11.70960187,46.0,238.0,110.0,110.8512517,0.0,0.0,0.0,0.0,0.0,1.0,165.0,46.0,238.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
34756.0,2.0,2.0,0.0,2071.0,0.0,2065.0,6.0,1035.5,0.0,0.0,0.0,4991600178.349752,3632116.3305757586,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0,1000000.0,0.0,6.0,2065.0,1378.666667,1188.764204,0.0,5.40682676719962,0.0,0.0,1.0,0.0,2068.0,1035.5,0.0,16425.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
40193.0,52.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,6.0,6.0,6.0,860514.9265199447,148347.2963195693,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,19230.76923,19230.76923,2.0,6.0,3.333333333,2.309401077,0.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
443.0,267796.0,12.0,8.0,709.0,3065.0,469.0,0.0,59.0833333333,1413.0,0.0,383.125,14092.8169203424,74.6837144692,14094.5263157895,60713.0,2.0,267796.0,24345.0909090909,115527.0,3.0,209976.0,29996.5714285714,72074.0,2.0,396.0,264.0,44.8102286815,29.8734857877,0.0,1413.0,179.7142857143,423.6184772714,0.0,0.0,0.0,1.0,0.0,0.0,188.7,59.0833333333,383.125,65535.0,175.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
8654.0,108.0,2.0,2.0,4.0,12.0,2.0,2.0,2.0,6.0,6.0,6.0,148148.1481,37037.03704,36.0,57.0,3.0,48.0,48.0,48.0,48.0,3.0,3.0,3.0,3.0,48.0,40.0,18518.51852,18518.51852,2.0,6.0,3.6,2.19089023,0.0,0.0,0.0,1.0,0.0,1.0,4.5,2.0,6.0,1024.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80.0,42910175.0,8.0,8.0,434.0,1770.0,430.0,0.0,54.25,1770.0,0.0,221.25,249.15875357602386,1.335503140218087,2860678.333,10000000.0,47.0,40200000.0,5742438.857,10000000.0,8572.0,42900000.0,6124540.286,10100000.0,191.0,172.0,220.0,0.186435968,0.186435968,0.0,1770.0,129.6470588,435.3204195,0.0,0.0,0.0,1.0,0.0,1.0,137.75,54.25,221.25,8192.0,946.0,5.0,20.0,53115.5,85699.0,37450.0,9996152.5,10000000.0,9992153.0,DoS
255.0,62.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,6.0,6.0,6.0,129032.2581,32258.06452,62.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,16129.03226,16129.03226,2.0,6.0,3.333333333,2.309401077,0.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
56250.0,54.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232606.8751448873,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,18518.51852,18518.51852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,122.0,33304.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
38714.0,555.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27773.2498713886,555.0,555.0,555.0,555.0,555.0,555.0,555.0,0.0,0.0,0.0,0.0,64.0,0.0,3603.6036036036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,283.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
63093.0,12078739.0,1.0,6.0,1375.0,30.0,1375.0,1375.0,1375.0,6.0,0.0,5.0,815.6758260675917,2.460185507217135,2013123.167,12100000.0,3.0,0.0,0.0,0.0,0.0,12100000.0,2415349.0,12100000.0,3.0,20.0,132.0,0.082790099,0.496740595,0.0,1375.0,347.5,634.1901472,0.0,5.736684916938501,0.0,0.0,1.0,6.0,397.1428571,1375.0,5.0,229.0,0.0,0.0,20.0,15707.0,15707.0,15707.0,12100000.0,12100000.0,12100000.0,DDoS
53.0,71990996.0,2.0,2.0,91.0,294.0,52.0,39.0,45.5,163.0,131.0,147.0,16.08147189133795,0.14271189345923663,24000000.0,71900000.0,30455.0,72000000.0,72000000.0,72000000.0,72000000.0,71900000.0,71900000.0,71900000.0,71900000.0,72.0,64.0,0.027781252,0.027781252,39.0,163.0,84.8,58.13948744,0.0,0.0,0.0,0.0,0.0,1.0,106.0,45.5,147.0,0.0,0.0,1.0,32.0,92229.0,92229.0,92229.0,71900000.0,71900000.0,71900000.0,DoS
80.0,84024077.0,7.0,7.0,636.0,11595.0,309.0,0.0,90.85714286,5792.0,0.0,1656.428571,145.5654193,0.166618909,6463390.538,83700000.0,45.0,83900000.0,14000000.0,83700000.0,1017.0,84000000.0,14000000.0,83700000.0,45.0,196.0,232.0,0.083309454,0.083309454,0.0,5792.0,815.8,1612.440085,1.0,0.0,0.0,0.0,0.0,1.0,874.0714286,90.85714286,1656.428571,0.0,235.0,4.0,20.0,13962.0,13962.0,13962.0,83700000.0,83700000.0,83700000.0,Benign
53.0,23663.0,3.8441459202830934,0.1449387179031489,44.0,131.0,44.0,44.0,44.0,131.0,131.0,131.0,7395.511981,84.52013692,23663.0,23663.0,23663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,40.0,42.26006846,42.26006846,44.0,131.0,73.0,50.22947342,0.0,0.0,0.0,0.0,0.0,1.0,109.5,44.0,131.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
53.0,190.0,2.0,2.0,60.0,264.0,30.0,30.0,30.0,132.0,132.0,132.0,4514095.9216955295,44455.62344602089,63.33333333,138.0,3.0,3.0,3.0,3.0,3.0,49.0,49.0,49.0,49.0,40.0,40.0,10526.31579,10526.31579,30.0,132.0,70.8,55.86770087,0.0,0.0,0.0,0.0,0.0,1.0,88.5,30.0,132.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
80.0,115738677.0,16.0,14.0,437.0,746.0,437.0,0.0,27.3125,746.0,0.0,53.2857142857,48.21422318375054,1.0230968651125811,3990988.86206897,10203771.0,31.0,115738677.0,7715911.8,10240023.0,12689.0,112549238.0,8657633.69230769,10240193.0,19671.0,520.0,456.0,0.138242465,0.1209621568,0.0,746.0,38.1612903226,153.007646165,0.0,0.0,0.0,1.0,0.0,0.0,39.4333333333,27.3125,53.2857142857,29200.0,340.0,1.0,32.0,42647.9090909091,105367.0,36240.0,10189106.5454545,10203771.0,10043894.0,DoS
443.0,43.0,7.089058829704113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46511.62791,43.0,43.0,43.0,43.0,43.0,43.0,43.0,0.0,0.0,0.0,0.0,64.0,0.0,46511.62791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2172.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
53.0,49236.0,1.0,1.0,49.0,77.0,49.0,49.0,49.0,77.0,77.0,77.0,2559.103095,40.62068405,49236.0,49236.0,49236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,20.31034203,20.31034203,49.0,77.0,58.33333333,16.16580754,0.0,0.0,0.0,0.0,0.0,1.0,87.5,49.0,77.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443.0,5189630.0,11.0,8.0,634.0,4581.0,326.0,0.0,57.6363636364,1460.0,2.0,572.625,1004.8885951407,3.6611473265,288312.777777778,5070498.0,1.0,5189630.0,518963.0,5070498.0,1.0,51429.0,7347.0,24580.0,1.0,240.0,164.0,2.1196116101,1.5415357164,0.0,1460.0,260.75,523.915810332,0.0,0.0,0.0,1.0,0.0,0.0,274.4736842105,57.6363636364,572.625,29200.0,34904.0,10.0,20.0,119129.0,119129.0,119129.0,5070498.0,5070498.0,5070498.0,Benign
443.0,115246697.0,37.0,38.0,2379.0,46052.0,421.0,0.0,64.2972973,4344.0,0.0,1211.894737,420.2376403,0.65077787,1557387.797,10000000.0,2.0,115000000.0,3201297.139,10000000.0,4.0,111000000.0,2991416.649,10000000.0,48.0,1192.0,1224.0,0.321050416,0.329727454,0.0,4344.0,637.25,992.9525954,0.0,0.0,0.0,1.0,0.0,1.0,645.7466667,64.2972973,1211.894737,29200.0,1140.0,8.0,32.0,39817.09091,206383.0,23017.0,10000000.0,10000000.0,9996797.0,Benign
80.0,3.0,9.640451664734277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666666.6667,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,0.0,666666.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
443.0,4676462.0,5.0,1.0,123.0,46.0,46.0,0.0,24.6,46.0,46.0,46.0,273.3712497883268,8.144662436609327,935292.4,4437613.0,2.0,4676462.0,1169115.5,4437613.0,2.0,0.0,0.0,0.0,0.0,100.0,20.0,1.069184353,0.213836871,0.0,46.0,30.71428571,21.68497395,0.0,4.158372867746962,0.0,0.0,1.0,0.0,35.83333333,24.6,46.0,16424.0,351.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
443.0,41510.0,3.0,1.0,12.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,805.1578443840198,312.77462893182445,13836.66667,23915.0,51.0,41510.0,20755.0,23966.0,17544.0,0.0,0.0,0.0,0.0,72.0,32.0,72.27174175,24.09058058,0.0,6.0,2.4,3.286335345,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,8192.0,29200.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
53.0,331.0,9.991340371977085,0.4918711310326142,74.0,154.0,37.0,37.0,37.0,77.0,77.0,77.0,688821.7523,12084.59215,110.3333333,187.0,4.0,4.0,4.0,4.0,4.0,187.0,187.0,187.0,187.0,40.0,40.0,6042.296073,6042.296073,37.0,77.0,53.0,21.9089023,0.0,0.0,0.0,0.0,0.0,1.0,66.25,37.0,77.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
56276.0,54.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37037.03704,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,18518.51852,18518.51852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,57.0,229.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53.0,138.0,2.0,2.0,78.0,110.0,39.0,39.0,39.0,55.0,55.0,55.0,6493098.11005706,83070.21616046701,46.0,132.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,64.0,64.0,14492.75362,14492.75362,39.0,55.0,45.4,8.76356092,0.0,0.0,0.0,0.0,0.0,1.0,56.75,39.0,55.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
80.0,170956.0,3.0,6.0,26.0,11601.0,20.0,0.0,8.666666667,5840.0,0.0,1933.5,439493.6133152808,209.56812142307737,21369.5,160193.0,34.0,10057.0,5028.5,9713.0,344.0,170823.0,34164.6,160193.0,46.0,72.0,132.0,17.54837502,35.09675004,0.0,5840.0,1162.7,1911.59573,0.0,0.0,0.0,1.0,0.0,2.0,1291.888889,8.666666667,1933.5,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80.0,80890819.0,8.0,5.0,56.0,11607.0,20.0,0.0,7.0,5840.0,0.0,2321.4,898.5807878069439,1.2595887669481685,6740901.583,73800000.0,1.0,80100000.0,11400000.0,73800000.0,1.0,765328.0,191332.0,764408.0,3.0,172.0,112.0,0.098898739,0.061811712,0.0,5840.0,833.5,2103.115592,0.0,0.0,0.0,0.0,1.0,0.0,897.6153846,7.0,2321.4,256.0,229.0,6.0,20.0,1032.0,1032.0,1032.0,40100000.0,73800000.0,6366837.0,DDoS
443.0,4596.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,15802.795769303175,2621.361094489673,4596.0,4596.0,4596.0,4596.0,4596.0,4596.0,4596.0,0.0,0.0,0.0,0.0,40.0,0.0,435.1610095735,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,6.0,0.0,256.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
53.0,31540.0,2.0,2.0,58.0,170.0,29.0,29.0,29.0,85.0,85.0,85.0,7228.915663,126.8230818,10513.33333,31535.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,64.0,64.0,63.4115409,63.4115409,29.0,85.0,51.4,30.67246322,0.0,0.0,0.0,0.0,0.0,1.0,64.25,29.0,85.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53.0,1785.0,2.0,2.0,64.0,198.0,32.0,32.0,32.0,99.0,99.0,99.0,630648.0632876556,5250.112330078366,595.0,1738.0,1.0,1.0,1.0,1.0,1.0,46.0,46.0,46.0,46.0,64.0,64.0,1120.448179,1120.448179,32.0,99.0,58.8,36.69741135,0.0,0.0,0.0,0.0,0.0,1.0,73.5,32.0,99.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
80.0,101832032.0,26.852079846077245,1.6622883186977124,369.0,11595.0,351.0,0.0,61.5,4355.0,0.0,1656.428571,117.4875898,0.127661206,8486002.667,102000000.0,2.0,102000000.0,20300000.0,102000000.0,2.0,102000000.0,17000000.0,102000000.0,2.0,164.0,232.0,0.058920557,0.068740649,0.0,4355.0,855.0,1666.691149,1.0,0.0,0.0,0.0,0.0,1.0,920.7692308,61.5,1656.428571,0.0,235.0,3.0,20.0,3976.0,3976.0,3976.0,102000000.0,102000000.0,102000000.0,PortScan
53.0,77034.0,8.81726054475951,0.9989871874662533,66.0,194.0,33.0,33.0,33.0,97.0,97.0,97.0,3375.133058,51.92512397,25678.0,76983.0,3.0,3.0,3.0,3.0,3.0,48.0,48.0,48.0,48.0,64.0,64.0,25.96256199,25.96256199,33.0,97.0,58.6,35.05424368,0.0,0.0,0.0,0.0,0.0,1.0,73.25,33.0,97.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
80.0,100243652.0,6.0,7.0,392.0,11595.0,374.0,0.0,65.33333333,5792.0,0.0,1656.428571,357.8147276607209,0.26789281893548833,8353637.667,100000000.0,7.0,100000000.0,20000000.0,100000000.0,986.0,100000000.0,16700000.0,100000000.0,47.0,164.0,232.0,0.059854164,0.069829858,0.0,5792.0,856.6428571,1665.431873,1.0,0.0,0.0,0.0,0.0,1.0,922.5384615,65.33333333,1656.428571,0.0,235.0,3.0,20.0,14020.0,14020.0,14020.0,100000000.0,100000000.0,100000000.0,DoS
443.0,644769.0,25.326123333820032,2.9365785802385114,558.0,5244.0,192.0,0.0,46.5,1448.0,0.0,582.6666667,8998.571581,32.56980407,32238.45,181159.0,1.0,644769.0,58615.36364,181229.0,15.0,372027.0,46503.375,186554.0,1.0,392.0,296.0,18.61131661,13.95848746,0.0,1448.0,263.7272727,481.8867859,0.0,0.0,0.0,1.0,0.0,0.0,276.2857143,46.5,582.6666667,29200.0,32.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
53.0,32118.0,2.0,2.0,82.0,338.0,41.0,41.0,41.0,169.0,169.0,169.0,72861.24522286163,452.8718381162544,10706.0,32023.0,47.0,47.0,47.0,47.0,47.0,48.0,48.0,48.0,48.0,64.0,40.0,62.27037798,62.27037798,41.0,169.0,92.2,70.10848736,0.0,0.0,0.0,0.0,0.0,1.0,115.25,41.0,169.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
60714.0,90.0,2.82993143708524,0.30474209504018696,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,133333.3333,22222.22222,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,11111.11111,11111.11111,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,6.0,6.0,119.0,16227.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
53.0,23541.0,1.0,1.0,49.0,114.0,49.0,49.0,49.0,114.0,114.0,114.0,6924.089886,84.95815811,23541.0,23541.0,23541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,42.47907905,42.47907905,49.0,114.0,70.66666667,37.5277675,0.0,0.0,0.0,0.0,0.0,1.0,106.0,49.0,114.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53.0,84167.0,4.042051875863155,0.33826716191708395,64.0,96.0,32.0,32.0,32.0,48.0,48.0,48.0,1900.98257,47.52456426,28055.66667,84152.0,4.0,11.0,11.0,11.0,11.0,4.0,4.0,4.0,4.0,40.0,64.0,23.76228213,23.76228213,32.0,48.0,38.4,8.76356092,0.0,0.0,0.0,0.0,0.0,1.0,48.0,32.0,48.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
443.0,115637404.0,193.7914003763406,11.457230633501286,9962.0,13104.0,698.0,0.0,216.5652174,1460.0,0.0,374.4,199.4683312,0.700465396,1445467.55,10000000.0,36.0,116000000.0,2568594.911,10100000.0,1418.0,116000000.0,3399599.059,10100000.0,47.0,932.0,820.0,0.397795163,0.302670233,0.0,1460.0,281.2926829,371.9996843,0.0,0.0,0.0,1.0,0.0,0.0,284.7654321,216.5652174,374.4,8192.0,195.0,45.0,20.0,1677013.7,6974093.0,50653.0,9881663.4,10000000.0,8884969.0,PortScan
80.0,2729.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8831.214375025147,682.25,1918.0,202.0,2729.0,682.25,1918.0,202.0,0.0,0.0,0.0,0.0,160.0,0.0,1832.172957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,251.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
